,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,2.4225466759967227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0522742413815998,0.0,0.0,0.0,2.8244452456581546,0.0,0.0,0.0,0.0,0.0,0.0,2.103413494807025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5942342951326722,0.0,2.8628424133047288,0.0,2.907902260679904,2.0061389679990205,0.0,0.0,0.7668476101489924,5.436696811766125,0.0,-1.1666381554484146,160.00179979269288,-10.079896260802766,0.7603944660392085,69.24566527994752
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.372750704462567,0.0,0.0,0.0,0.0,0.0,2.231863177926668,0.0,0.0,0.0,2.3601860483306827,0.0,0.0,0.0,0.0,0.0,2.103413494807025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5942342951326722,0.0,2.8628424133047288,0.0,3.7802729388838747,0.0,0.0,2.0932680211180292,1.5336952202979848,5.436696811766125,0.0,0.7129455394406978,161.89819652411245,-7.941736447905208,2.81166422895686,70.49366524841787
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.372750704462567,0.0,0.0,0.0,0.0,2.0522742413815998,0.0,0.0,0.0,0.0,2.3601860483306827,0.0,0.0,0.0,0.0,0.0,0.0,3.0264883658165256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.512563438556876,0.0,0.0,0.0,2.8628424133047288,0.0,2.42325188389992,2.0061389679990205,0.0,2.0932680211180292,0.3834238050744962,5.436696811766125,0.0,0.9073852320154334,162.70946161085052,-9.119906140726311,2.8736308762273817,70.99748242829001
3,2.273374892876191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0522742413815998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132744780355556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666551261955336,0.0,2.4581034950594183,0.0,0.0,0.0,0.0,0.0,2.8628424133047288,0.0,4.5557135417318495,2.0061389679990205,0.0,0.0,0.3834238050744962,5.436696811766125,0.0,-0.06481323085824525,160.53058616557738,-9.16354205527524,2.427123539352873,70.55884914230968
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.372750704462567,0.0,0.0,0.0,0.0,0.0,2.231863177926668,0.0,0.0,0.0,0.0,0.0,0.0,2.132744780355556,0.0,0.0,0.0,0.0,0.0,0.0,7.62334487364741,0.0,0.0,0.0,0.0,0.0,0.0,2.4346955818129294,0.0,3.1933529758583794,0.0,0.0,3.1017624113918973,0.0,0.0,0.0,1.1502714152234885,5.436696811766125,3.86839118115044,-0.7129455394406978,162.25129491642943,-8.181733977924322,0.5119487494125363,67.4055782752932
5,2.273374892876191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.231863177926668,0.0,0.0,0.0,0.0,0.0,0.0,2.132744780355556,0.0,0.0,0.0,0.0,0.0,0.0,7.62334487364741,0.0,0.0,0.0,2.4581034950594183,0.0,0.0,0.0,0.0,0.0,2.8628424133047288,0.0,3.1017624113918973,2.0061389679990205,0.0,0.0,1.5336952202979848,5.436696811766125,0.0,-0.7129455394406978,162.25129491642943,-8.181733977924322,0.5090531116896148,67.4055782752932
6,0.0,0.0,5.286458552275453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0522742413815998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132744780355556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666551261955336,0.0,2.4581034950594183,0.0,0.0,0.0,0.0,0.0,2.8628424133047288,0.0,3.9741330895958686,2.0061389679990205,0.0,0.0,0.7668476101489924,5.436696811766125,0.0,-0.06481323085824525,160.53058616557738,-9.16354205527524,2.427123539352873,70.55884914230968
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.372750704462567,0.0,0.0,0.0,3.1987919522486097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9790514898198213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666551261955336,0.0,0.0,2.514618037048195,0.0,0.0,0.0,3.1933529758583794,0.0,0.0,3.0048323360359004,0.0,0.0,0.0,0.3834238050744962,5.436696811766125,1.93419559057522,-0.06481323085824525,160.53058616557738,-9.16354205527524,2.4051166926586696,70.55884914230968
8,0.0,2.4225466759967227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0522742413815998,0.0,0.0,0.0,2.8244452456581546,0.0,0.0,0.0,0.0,0.0,0.0,2.103413494807025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4346955818129294,0.0,0.0,2.8628424133047288,0.0,3.3925526374598878,0.0,0.0,2.0932680211180292,0.3834238050744962,5.436696811766125,0.0,0.7129455394406978,161.89819652411245,-7.941736447905208,2.81166422895686,70.49366524841787
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.372750704462567,0.0,0.0,0.0,0.0,0.0,2.231863177926668,0.0,4.189330531205199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6515479341575467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4346955818129294,0.0,0.0,2.8628424133047288,0.0,2.42325188389992,2.0061389679990205,0.0,0.0,0.3834238050744962,5.436696811766125,0.0,0.9073852320154334,161.76729175427784,-9.316267756196495,2.8713143660490443,70.99748242829001
